Company Name,Service Partner,Address,Phone Number,Fax,Email,Website,LKW-Service,Bus-Service,MAN Van-Service,Schiffsmotoren-Service,Industriemotoren-Service,LKW-Verkauf,Bus-Verkauf,MAN Van-Verkauf,Schiffsmotoren-Verkauf,Industriemotoren-Verkauf,LKW-MAN_TopUsed,Bus-MAN_TopUsed,MAN Van-MAN_TopUsed,Schiffsmotoren-MAN_TopUsed,Industriemotoren-MAN_TopUsed,LKW-BusTopService,Bus-BusTopService,MAN Van-BusTopService,Schiffsmotoren-BusTopService,Industriemotoren-BusTopService,LKW-eMobility,Bus-eMobility,MAN Van-eMobility,Schiffsmotoren-eMobility,Industriemotoren-eMobility
"MOVIELCA ARANDA, S.L.L.",Servicepartner,"Av. Luis Mateos 108, parcela 45 - Pol. Ind. Allendeduero, 09400 Aranda de Duero, Spanien, , ",+34 (947) 50 81 40,+34 (947) 54 65 80,jefepostventa.es0031@es.man-mn.com,http://red.maniberia.net/movielca/,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,





"NOVO CAMIÓN & BUS, S.L.",Servicepartner,"Ctra. Nacional VI, km 585, 15171 Oleiros, Spanien, , ",+34 (981) 61 03 08,+34 (981) 63 10 58,administracion.es0218@es.man-mn.com,http://red.maniberia.net/novo-camion-bus/,yes,yes,yes,,,yes,,yes,,,yes,,yes,,,,,,,,,,,,
Manuel Maceiras,Verkäufer MAN TopUsed,Telefon: +34 (617) 95 14 21,Mobil: -,Fax: +34 (981) 63 10 58,E-Mail: -,            





"PARGROUP VALLADOLID, S.L.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","CTRA. BURGOS A PORTUGAL, KM 116, 47270 CIGALES, Spanien, , ",+34 (983) 37 64 44,+34 (983) 37 64 39,administracion.es0278@es.man-mn.com,http://red.maniberia.net/pargroup-valladolid/,yes,yes,yes,,,yes,,yes,,,yes,,yes,,,,,,,,,,,,





"RAYCA TRUCKS, S.L.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Madrid Norte-","C/Alemania, 32-34, Poligono Industrial Villares de la Reina, 37184 Villares de la Reina, Spanien, , ",+34 (923) 20 41 43,+34 (923) 99 06 53,administracion.es0279@es.man-mn.com,http://red.maniberia.net/rayca-truck/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,
Angel Iglesias Avila,Geschäftsführer,Telefon: +34 (923) 20 41 43,Mobil: -,Fax: + (923) 99 06 53,E-Mail: gerencia.es0279@es.man-mn.com,            
Antonio Marcos Hernandez,MA Ersatzteilverkauf LKWMA Ersatzteilverkauf BUS,Telefon: +34 (923) 20 41 43,Mobil: -,Fax: + (923) 99 06 53,E-Mail: -,            
Carlos Iglesias García,MA Buchhaltung BUSMA Buchhaltung LKW,Telefon: +34 (923) 20 41 43,Mobil: -,Fax: + (923) 99 06 53,E-Mail: carlos@pargroup.es,            
Beatriz Merino,MA Innendienst LKWMA Innendienst BUS,Telefon: +34 (923) 20 41 43,Mobil: -,Fax: + (923) 99 06 53,E-Mail: beatriz.merino@pargroup.es,            





"SERVICIOS AUTOMOTRICES TRUCK-BUS, S.L.",Servicepartner,"C/ Fabrica, 20 - Pol. Ind. Urtinsa, 28923 Alcorcon, Spanien, , ",+34 (91) 641 01 14,+34 (91) 641 81 20,serautoscm@serauto.net,http://red.maniberia.net/servicios-automotrices-truck-bus/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"SERVIMAN MURCIA, S.L.",Servicepartner,"P. I. El Saladar I, C/ Martín García Martínez, 1, 30564 Lorqui, Spanien, , ",+34 (968) 68 75 67,+34 (968) 69 23 60,administracion.es0006@es.man-mn.com,http://red.maniberia.net/serviman-murcia/,yes,yes,yes,,,yes,yes,yes,,,,,,,,,yes,,,,,,,,





"SORIATRUCK, S.L.",Servicepartner,"Pol. Industrial Las Casas - C/ G. Parcela, 9, 42005 Soria, Spanien, , ",+34 (975) 23 37 54,+34 (975) 23 37 55,administracion.es0253@es.man-mn.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TALLER ORTIZ MINGLANILLA, S.L.",Servicepartner,"Pol. Ind. Fuente de los Arrieros, parc. 05, 16260 Minglanilla, Spanien, , ",+34 (962) 16 31 38,+34 (962) 16 31 32,administracion.es0269@es.man-mn.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,
Rosa Martinez Rodriguez,Geschäftsführer,Telefon: +34 (962) 16 31 38,Mobil: -,Fax: +34 (962) 16 31 32,E-Mail: gerencia.es0269@es.man-mn.com,            





"TALLERES ANTONIO VIGO, S.A.","Servicepartner      Verkaufsstandort des Händlers -Novo Camión & Bus, S.L.-","Rua José Villar Granjel, 9-11-13 - Polígono de Boisaca, 15890 Santiago de Compostela, Spanien, , ",+34 (981) 58 14 00,+34 (981) 58 16 21,administracion.es0047@es.man-mn.com,,yes,yes,yes,,,yes,,,,,,,,,,,yes,,,,,,,,





"TALLERES ESGA, S.A.","Servicepartner      Verkaufsstandort des Händlers -Comercial Sago, S.A.-","Ctra. Torrelavega-Oviedo, km5, 39590 Valles-Reocin, Spanien, , ",+34 (942) 83 83 23,+34 (942) 83 83 07,administracion.es0017@es.man-mn.com,http://red.maniberia.net/talleres-esga/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TALLERES MEC. Y ELÉC. AUTO-HANDÍA, S.L.",Servicepartner,"Pol. Ind. Zaisa III, Antxotxipi, 5, 20305 Irun, Spanien, , ",+34 (943) 61 99 10,+34 (943) 66 70 40,administracion.es0053@es.man-mn.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TALLERES MECANICOS PARDIÑO, S.L.",Servicepartner,"Ctra. N-VI, km494, 27160 Nadela, Spanien, , ",+34 (982) 30 41 10,+34 (982) 30 42 30,administracion.es0150@es.man-mn.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TALLERES MECÁNICOS Y ELÉCTRICOS AUTO-HANDÍA, S.L. (JAÉN)","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Madrid Norte-","Pol. Ind. Guadiel, C/ Linares, Parc. 115 - 116, 23210 Guarromán, Spanien, , ",+34 (953) 67 20 81,,jefepostventa.es0302@es.man-mn.com,,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"TALLERES MUDEJAR, S.L.",Servicepartner,"Calle Milán Parc 140 - Pol. Ind. La Paz, 44195 Teruel, Spanien, , ",+34 (978)60 96 21,+34 (978) 60 99 31,manmudejar@gmail.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TALLERES RAMÍREZ E HIJOS, S.L.",Servicepartner,"Ctra. El Saucejo, 137, 29330 Almargen, Spanien, , ",+34 (952) 18 20 56,+34 (952) 18 25 64,tramirezehijos@yahoo.es,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,
Juan Ramírez,Geschäftsführer,Telefon: +34 (952) 18 20 56,Mobil: -,Fax: +34 (952) 18 25 64,E-Mail: tramirezehijos@yahoo.es,            





"TALLERES SERVIMAN ALMERÍA, S.L.",Servicepartner,"Polígono Industrial Aljorque, 1, 04628 Antas, Spanien, , ",+34 (950) 65 29 83,,administracion.es0301@es.man-mn.com,http://red.maniberia.net/serviman-almeria/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TALLERES TELRO, S. L.","Servicepartner      Verkaufsstandort des Händlers -Lizaga, S.A.-","Pol. Ind. Las Horcas, Par.41.10, 44600 Alcañiz, Spanien, , ",+34 (978) 83 08 25,+34 (978) 83 08 25,tallerestelro@movistar.es,http://red.maniberia.net/telro/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





"TOMÁS MINTEGUI URIGÜEN, S.A.",Servicepartner,"Guernica, 36, 48960 Galdácano, Spanien, , ",+34 (94) 456 38 62,+34 (94) 456 06 12,administracion.es0057@es.man-mn.com,http://red.maniberia.net/tomas-mintegui-uriguen/,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,





"UNICO VEHICULOS INDUSTRIALES, S.L.",Servicepartner,"Poligono Industrial Pla Vallonga; Parcela 45, 03006 Alicante, Spanien, , ",+34 (96) 528 03 20,+34 (96) 528 03 76,administracion.es0003@es.man-mn.com,,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"VEH. IND. BALEARES, S.L.",Servicepartner,"Gran Vía Asima; 12 Pol. I. Son Castelló, 07009 Palma de Mallorca, Spanien, , ",+34 (971) 20 62 11,+34 (971) 20 62 11,administracion.es0052@es.man-mn.com,http://red.maniberia.net/vi-baleares/,yes,yes,yes,,,yes,yes,yes,,,,,,,,,yes,,,,,,,,





"VEHÍCULOS INDUSTRIALES DE OVIEDO, S.L.","Servicepartner      Verkaufsstandort des Händlers -MAN Truck & Bus Iberia, Center Norte-","C/ Peña Salón, 32, Polígono Industrial Silvota, 33192 Posada de Llanera, Spanien, , ",+34 (985) 73 22 57,+34 (985) 26 50 54,administracion.es0280@es.man-mn.com,http://red.maniberia.net/vehiculos-industriales-de-oviedo/,yes,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,





"VIVAS AUTOMOCIÓ, S.L.",Servicepartner,"Ctra. Nacional 340, Km1089, 43896 L´Aldea, Spanien, , ",+34 (977) 45 01 02,+34 (977) 45 20 54,vivasautomocio@gmail.com,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,





